ra,dec,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,pmra,pmdec,radial_velocity,radial_velocity_error,mh_gspphot,ruwe,phot_bp_rp_excess_factor,distance_pc,M_G,color,pm_total,v_t,iso_label,iso_score,stability
8.061720373085867,22.274537637634715,5.666701445005153,0.013900254,407.6689,12.08001,12.552533,11.448904,1.1036291,4898.0283,79.44301866119234,-60.62297230626484,-1.8826771,0.600486,-0.0886,0.9589448,1.2220672,176.469505179497,5.846661660346715,1.1036291,99.93166657896138,83.5893869089915,-1,-0.009304086455868332,0.98
313.2100479635495,-7.080708199942835,8.994373578394098,0.017201696,522.87714,9.093243,9.393139,8.626156,0.76698303,5857.356,-48.353474438487765,-101.7338384137158,50.332687,0.13564894,-0.0528,0.9263969,1.1974002,111.1806165581289,3.8630976094360836,0.76698303,112.64027862475096,59.3609900709336,-1,-0.042168549908080055,1.0
54.32842585060327,48.87522264213472,8.273473132089505,0.034963336,236.63284,15.442521,16.791452,14.297674,2.4937782,3494.8413,93.7142994967122,-70.3232410787703,1.9247414,8.563929,-0.3639,0.93921494,1.4175947,120.86822354222662,10.030960304388145,2.4937782,117.16538808872832,67.12585279168151,-1,-0.08654159911395454,1.0
135.13291745741546,58.213229242666685,9.677362058788333,0.019431446,498.02585,14.403695,15.650157,13.298591,2.3515663,3628.644,-16.20540650741626,-17.605711187202306,-3.470044,1.8375767,0.0053,1.1459738,1.3948879,103.33394513144901,9.332479947986993,2.3515663,23.92856590934337,11.720280973396655,-1,-0.009981322477986554,1.0
104.72825436836408,46.47555562070539,9.739233543430585,0.030750982,316.71292,14.53474,15.783967,13.407417,2.3765497,3589.1904,12.25998839372754,-60.34573962976954,27.53174,4.450796,-0.0461,1.2335771,1.4183857,102.67748437704638,9.477363900945253,2.3765497,61.57853202925734,29.96973432427477,-1,-0.026535131913441812,1.0
314.30632321795946,61.275700290780414,3.451490553796104,0.020980395,164.51027,15.0620365,15.827416,14.2072,1.6202164,4349.026,99.83651711729956,55.72800451846752,-26.832706,5.6550465,-0.1059,0.98911476,1.2833688,289.7298962328479,7.752069945640542,1.6202164,114.33696094318401,157.021201832531,-1,-0.056830523784782816,1.0
57.1018463488399,32.72266485275291,8.209266449222973,0.028734632,285.6924,14.5609865,15.886966,13.422155,2.4648104,3626.752,88.6683284299818,-95.75897995143676,8.088293,1.8350405,0.1379,1.145197,1.4153906,121.81356351207877,9.13250825923442,2.4648104,130.50614816132912,75.35376590721476,-1,-0.09215219684264364,1.0
118.53543707246835,-20.794255093683088,8.062128085532834,0.014670821,549.5349,10.658442,11.0067625,10.143226,0.86353683,5614.89,-40.3510339037494,75.00841490683501,57.545876,0.27399883,-0.1387,0.9517393,1.2027355,124.03672943307114,5.190690468215799,0.86353683,85.17316621998646,50.0762086138518,-1,-0.0050245826433200635,0.84
224.2499481992598,12.177759409183846,2.099699114901175,0.02022,103.84268,14.42941,14.914159,13.780793,1.1333656,4844.3687,-77.98689592624126,-50.12180032553572,-22.22344,8.534889,-0.5843,1.0048537,1.2290508,476.258713881044,6.040195325811727,1.1333656,92.70464283995305,209.2776074166509,-1,-0.01999689732321197,1.0
201.77183589990608,-32.05701987316552,9.2308978627398,0.017531201,526.5411,13.828664,14.7643175,12.873674,1.8906431,3799.79,-69.18275432076737,56.74127574634111,-47.99022,2.2632353,-0.5736,1.03008,1.3207392,108.33182371527101,8.654883728243739,1.8906431,89.47528076921567,45.94491642660235,-1,-0.06341464723487544,1.0
138.7758323862705,55.86637684980508,7.951288966676948,0.03424999,232.1545,15.515131,16.941656,14.342556,2.5991,3469.8323,-54.63276949380571,-44.19180329747274,7.385388,4.2324686,-0.1095,1.1402072,1.4344064,125.76577259245632,10.017318684627902,2.5991,70.26844940117742,41.889114023833635,-1,-0.05788115873202582,1.0
264.9674201721449,56.78031878395913,10.002388303894625,0.015675427,638.0935,14.60759,15.819462,13.520801,2.2986612,3673.5576,70.12903783364884,65.53437302762998,-10.083256,3.0174882,-0.3146,1.0191947,1.382852,99.97612266368728,9.608108551680786,2.2986612,95.98351939576871,45.48532491572992,-1,-0.0655292421843433,1.0
